jen,東菄鶇倲涷蝀凍鯟崠埬
jem,磹
gem,趝
em,酓
jem,僭
sem,䁮
gem,兼
kem,傔
lem,稴
em,釅
hem,脅姭
kem,㪁
myom,
ham,陷臽錎
am,韽淊揞
jam,蘸
jam,站
kyam,歉
jam,詀譧
sam,儳
gyam,
nam,諵
am,顑
gyam,鑑鑒監
cam,懺儳摲嚵
jam,覱
sam,釤
ham,譀鬫
bam,埿湴
ham,㯺
sam,鑱欃讒艬
am,
byom,梵帆颿
pyom,汎泛氾姂
gem,劔
kem,欠
em,俺淹裺覎
ok,屋剭
dok,獨黷讟髑殰讀櫝牘儥贕碡皾襡韣瓄瀆豄韇嬻犢罜匵
gok,穀糓轂榖瀔谷瑴唂
hok,縠槲斛礐觳蔛焀
kok,哭
tok,秃鵚
dok,豰啄竺剢
sok,速遬蔌餗樕梀藗殐嗽棴涑
lok,禄鹿漉渌觻睩龣轆琭簏箓螰麓碌盝騼磟簶谷娽摝廘角录濼鏕趢蔍鄜
hok,豰熇嚛
sok,族銼鑿
cok,瘯蔟趗梀簇
jok,鏃鎐
bok,暴曝瀑樸僕菐穙
pok,扑醭濼墣攴撲骲
bok,卜濮轐樸獛蹼纀襆鳪
mok,木沐朷毣鶩霂蓩艒鞪楘蚞
byok,福腹複幅輻葍蝠鍑鶝踾輹菐偪楅
byok,伏復虙服茯馥鵩鞴蕧輹澓椱洑箙棴复畐絥菔匐鰒栿
syok,縮莤樎謖蹜摍摵謏
lyok,六陸戮剹勠稑穋鵱蓼鯥磟淕坴踛僇
jok,逐軸碡妯舳鱁筑蓫柚篴
gyok,菊鞠蘜訇掬匊訇人鞫人人人鳥鵴椈巈諊踘閰泦趜
kyok,麴匊鞠
syok,熟孰淑塾璹婌
cok,俶柷琡埱
yok,育毓鬻粥儥棛錥煜焴昱蒮淯蜟堉喅逳蘛
gyok,驧趜鵴鳥鞠毱踘
cok,鼀蹴殧
nyok,肉衄鮞
jok,粥喌祝柷琡
syok,叔儵倐透虪鮛掓翛尗菽
hyok,蓄稸畜鄐荲蓫慉
jok,竹竺筑築茿
jok,蹙踧噈摵槭殧縬顣蹴
cok,珿矗
nyok,朒恧忸衄沑
jok,縬
pyok,蝮覆蕧副
ok,郁戫彧燠栯噢墺薁澳隩稶懊
syok,肅宿蓿夙玊鷫蟰驌鱐潚橚璛
myok,目睦穆苜牧繆萺
ok,囿哊
cok,蓄稸滀苖荲蓫敊傗鄐矗
ok,砡
syok,
ok,沃鋈鱟觷
dok,毒蝳瑇纛碡
dok,篤竺督錖裻
kok,酷焅嚳硞
hok,鵠翯隺頶礐
bok,僕瞨鏷轐
sok,洬裻
gok,梏牿告郜祰
mok,瑁媢艒萺
hok,熇臛嚛歊
nok,褥傉耨搙
jok,傶錊
bok,襮犦
lok,濼
ok,
jok,燭屬属矚囑鸀噣蠾韣蠋
ok,玉獄鳿頊
hyok,旭頊勗
gyok,輂絭鋦挶梮拲
gyok,局跼駶侷
syok,蜀韣蠾襩襡屬属鐲
cok,觸觕歜臅
nyok,辱蓐褥鄏縟溽媷嗕
syok,束
yok,欲浴鵒鋊輍慾谷
jok,躅蠋
lyok,録渌緑醁騄娽菉逯籙碌趢
kyok,曲匤
jok,瘃孎斸钃欘
jok,足哫
syok,贖
byok,幞襆
cok,促誎趗
syok,續俗藚
syok,粟憟涑玊
byok,
cok,梀亍豖
gyak,覺斠角桷較瑴榷捔搉梏傕龣
ak,嶽岳樂鸑
sak,浞丵鋜灂鷟捔澩篧汋齺簎
jak,捉穛穱斮篧
sak,朔欶嗽矟槊蒴數箾揱
jak,斲涿諑椓琢孎卓桌啄斀啅噣倬晫菿
bak,剥駮駁嚗肑爆髉趵
mak,邈藐眊皃毣瞀瞐
bak,雹跑骲瓝瓟謈犦豰窇懪
bak,璞樸朴攴墣圤颮鞄謈
kyak,毃愨搉確碻觳燩嶨礐塙硞埆
jak,濁擢濯鵫嬥鐲欘鸀蠗鸐
ak,渥握偓箹幄楃喔鷽葯腛齷媉龏
nak,搦掉搙
cak,逴趠晫踔
lak,犖
hak,學确嶨鷽澩觷翯
hak,豞翯嗀謞瀥滈
cak,娖娕擉齱齪
jit,質晊郅桎櫍蛭騭劕銍鑕懫礩侄
nit,日馹衵臸
sit,實
jit,秩紩帙袠柣翐姪妷豑@呈
sit,悉厀膝蟋僁窸
it,一弌壹
cit,七漆柒桼
pit,匹鷝
git,吉趌狤拮郆洁
nit,暱昵衵
it,逸佚佾溢軼鎰泆齸欥
kit,詰蛣趌
hit,欯欪咭恄
cit,抶咥眣跮
lit,栗慄溧鷅凓篥麜瑮塛搮
jit,窒挃庢銍秷螲
sit,疾嫉蒺愱槉
cit,
sit,失室
jit,堲唧蝍楖
mit,蜜謐榓宓淧
bit,必畢篳蓽韠蹕滭鷝觱珌熚彃縪鮅饆鏎罼
git,姞佶鮚趌狤
bit,邲比柲馝苾佖鮩駜坒飶綼鮅怭泌吡咇妼
yut,汨蒁
syut,率帥蟀咰
cit,叱
sit,
mit,密蔤宓滵沕樒
bit,弼弻駜胇邲佖
it,乙鳦亄
it,耴聉圪力
bit,筆潷鉍柲泌咇
jut,茁
hit,肸
git,曁
jit,蛭
hyut,獝
syut,術述秫术沭噊袕潏鱊驈
gyut,橘繘
syut,崒踤誶捽
yut,聿鴪燏遹鷸驈繘潏矞霱芛欥鱊噊銉
jut,卒啐
syut,卹恤戌訹珬賉銊欰
lyut,律寽繂膟葎
cut,黜怵炪欪
jut,窋絀逫泏
jut,术炢
cut,出
cut,焌
jut,
hyut,怴
jit,櫛楖瀄擳
sit,瑟飋蟋蝨璱
sit,
myut,物勿芴岉伆沕
byut,弗紱黻綍紼芾巿韍不翇柫髴冹帗笰甶
ut,鬱欝灪爩黦菀尉熨蔚
gyut,孒厥屈鶌趉
kyut,屈詘
gyut,倔崛堀掘
byut,佛怫坲咈刜炥
hyut,欻烼
ut,觱
pyut,拂嶏茀祓艴刜乀髴彿
ut,崛
hit,迄仡釳肸忔莔汔
git,訖吃扢曁
it,疙屹圪仡
git,
kit,乞契
wat,月刖跀軏抈扤枂钥玥
bat,伐筏栰罰閥垡橃瞂拔茷藅坺
wat,越粤戉鉞樾蚏曰璏熭泧
gwat,厥氒蹶瘚劂蕨蟨蟩橜欮撅鱖孒
wat,噦黦
gwat,鷢橜撅蹷掘赶憠亅
kwat,闕
bat,髮發颰冹
mat,韤韈襪
hwat,泧狘
at,謁閼暍黦
hyat,歇蠍猲
gyat,訐羯揭鍻
gyat,揭竭碣楬
pat,㤄
at,钀
mot,沒歿頁莈
tot,
got,骨縎鶻滑啒淈汩愲蓇尳榾扢
bot,勃渤餑馞悖郣浡誖桲孛艴挬脖鵓
dot,咄柮
tot,宊棁
dot,突揬腯鼵葖鶟堗鈯凸鍎
ot,頁腽殟嗢榅揾淴馧
hot,忽昒匫寣笏曶啒惚
ot,兀扤杌屼矹鼿軏刖
pot,昢哱馞
lot,硉
kot,窟顝泏矻堀圣圣胐
not,訥肭抐
sot,窣屑
cot,猝卒
sot,捽椊崪
hot,麧齕紇淈
hot,搰扢抇鶻尳滑
jot,卒倅稡
hat,曷褐毼鹖蝎餲骱鞨
hat,喝猲暍
dat,怛妲呾炟狚笪靼
tat,闥撻躂澾獺羍達汏噧
at,遏齃頞堨閼胺餲靄咹
lat,剌揧辢瘌攋糲癩轢楋蝲
kat,渴嵑磕
dat,達薘
sat,巀囋囐
at,嶭屵枿櫱歺頇齾
gat,葛獦割匃輵
sat,躠薩摋攃
cat,攃礤
nat,捺
mat,䔾
mat,末昩秣靺韎粖眜抹妺瀎沫袜
wat,枂
swat,柮
bat,撥癶袚茇鉢盋鱍襏帗驋筏
jwat,刂
gwat,括活髺檜栝聒鴰萿适銛佸頢劊葀懖筈
kwat,闊蛞筈适
hwat,活越鬠佸秳姡
dwat,奪脫挩莌痥鮵
hwat,豁奯濊泧眓
wat,斡焥捾嬒睕
jwat,繓撮攥
pat,鏺鱍
twat,侻挩脫莌棁
lwat,捋蛶
dwat,掇剟鵽腏祋咄裰敠
cwat,撮襊
bat,跋魃軷馛炦颰癹妭犮拔胈鈸菝坺茇
hat,黠
jat,札蚻紮扎
bat,拔菝
kyat,擖劼鬜硈咭
hwat,滑猾磆螖鶻
bat,八朳捌扒哵玐釟
jwat,窡娺鵽聉
wat,婠嗢穵嗗
nwat,豽貀肭
cat,察詧
gwat,劀刂鱊
gyat,戛扴圿稭鴶楔秸骱鞂砎忦嘎袺磍頡
at,軋圠揠嫼猰穵窫
sat,殺煞鎩帴蔱榝
mat,齂睰礣
hwat,傄
nat,痆
wat,聉
kwat,䯇
bat,汃
jwat,茁
hat,鎋舝轄鶷砎圣縖手
at,呾劜
at,齾聐
cat,刹
kyat,楬磍趏
hat,瞎
cat,獺
gwat,刮鴰劀趏
hwat,頢敌舌姡咶
cwat,
jwat,鵽窡錣
swat,刷
wat,刖
cwat,
mat,礣帓帕
nwat,妠袦
bat,捌
gyat,擖猰
sat,耫
jat,哳眣
nyat,
syet,屑楔揳榍糏僁偰
cet,切竊柣沏詧
get,結絜潔鍥桔袺拮狤魝
jet,節癤蝍楶岊幯
hwet,血泬疦瞲坹
kwet,闋湀缺
gwet,玦潏譎訣觼鐍駃芵赽鴂鈌決觖騤疦蚗趹憰抉
hwet,穴坹袕
wet,抉妜焆
jet,姪眣昳胅凸垤耋迭跌絰驖嵽軼瓞咥墆戜苵镻荎恎詄摕泆趃
cet,鐵銕僣餮飻蛈驖
het,纈擷頡頁齕紇襭絜翓籺覈
net,湼捏圼篞苶菍
set,岊蠞
et,齧霓蜺嵲槷臬嶭臲隉闑
met,蔑懱蠛篾幭鱴衊覕鴓瀎粖
bet,閉力
et,噎蠮咽
ket,猰挈契栔鍥蛪
het,擷褉
pet,撆丿瞥嫳鐅暼
bet,蹩頁癟咇苾馝飶蛂柲襒
jet,窒蛭咥
let,戾捩綟唳盭夨
syet,薛紲緤褻辥泄渫禼媟齛暬絬疶
let,列刂迾蛚鮤烈洌冽裂茢颲鴷栵挒姴
jet,哲悊喆嚞蜇
get,傑桀竭碣楬榤揭渴嵥滐櫭偈搩
net,熱苶
jet,晢晣浙折靼
syet,舌揲蛥鞨
syet,折
et,孼糱讞蠥闑钀櫱
met,滅搣
ket,朅揭藒愒
bet,鷩鼈虌鄨憋鳥
swet,絕
jwet,蕝
swet,雪
cwet,
wet,悅說閱蛻娧
kwet,缺蒛
wet,噦
nwet,爇焫蜹
swet,說
jwet,拙炪梲蝃準
cwet,歠啜
jwet,輟畷惙餟罬剟醊啜綴掇腏叕
lwet,劣埒鋝脟蛶浖哷
pet,瞥潎憋癟
bet,別
jet,轍徹撤澈
bet,莂扒別
swet,
get,孑訐趌揭
syet,設蔎
nwet,呐
hwet,烕吷
wet,妜
gwet,蹶罬
jwet,茁
cwet,膬絟敠
jwet,蠽尐
syet,榝
et,焆
cet,屮撤硩徹聅
het,娎焎
cwet,啜
cet,
swet,
cet,掣瘛
et,抴
syet,
yak,藥躍礿禴蘥鑰瀹爚櫟龠敫籥纅鸙亢
lyak,略擽掠
gyak,腳脚蹻卻屩
jak,灼斫彴勺酌繳焯妁謶犳禚
syak,爍鑠爚
nyak,若弱鄀箬蒻楉溺惹叒
cak,綽繛婥磭
ak,約葯
kyak,卻却
ak,虐磭瘧
syak,妁勺汋杓仢芍
cak,犬婼逴辵蠚
syak,削
jak,斮
jak,爵雀爝燋
syak,皭嚼爝
cak,鵲舄趞碏芍皵踖
gyak,噱蹻臄醵
wak,嬳彠臒
bak,縛
hwak,矆彏戄
wak,籰
gwak,玃貜钁攫矍彏躩
jak,芍著櫡鐯擆着
jak,著着
kwak,躩
gwak,戄貜
nyak,逽蹃
pak,
hyak,謔
dak,鐸剫度踱凙襗喥仛
mak,莫幕鄚膜鏌摸漠瘼寞瞙嗼塻
lak,落絡烙洛珞酪樂轢笿硌駱鉻馲驝鮥雒躒鵅挌濼袼樂
tak,託袥橐魠籜拓馲驝蘀侂飥魄沰矺
jak,作迮柞糳鑿
cak,錯厝逪剒縒莡
gak,各閣格胳袼
kak,恪愙
ak,咢愕鄂諤刂遌萼鍔崿鶚鰐噩齶顎鑩偔堮湂
pak,奤濼粕膊搏胉蒪
ak,惡堊蝁
bak,泊亳箔薄礴簿鑮踄
hak,鄗壑蠚謞郝鰝熇嗃矐
sak,索溹
hak,涸鶴貈貉狢佫
sak,昨酢莋怍鑿笮筰柞岝飵秨砟葃鈼
bak,博髆搏爆鎛襮鑮簙猼欂溥餺
nak,諾
hwak,霍靃霩藿矐彉彍攉瀖劐癨
gwak,郭阝崞椁槨彉彍埻
wak,雘蠖臒鸌嬳
hwak,穫鑊檴濩擭
kwak,廓鞹漷籗噋
wak,瓁
lwak,硦
jwak,
mek,陌帞袹貘蛨貊佰驀嗼貉洦銆
jek,磔虴舴馲嫡杔
bek,白帛舶鮊
bek,伯迫敀百柏湐
gek,劇屐
gek,戟撠谻丮
syek,索溹
cek,柵
hok,嚄
jek,嘖迮窄笮諎舴蚱
sek,齚齰咋泎岝
kek,隙郤綌
ek,額頟峉詻
ek,逆屰縌
kek,客喀礊揢
ek,啞
hek,虩
cek,
ok,
bek,拍魄怕皛敀珀洦
hek,赫爀嚇
hek,垎楁
gek,格茖骼觡鵅挌蛒鉻
hok,謋諕漷砉湱硅
jek,宅擇澤翟檡鸅蠌襗宅
gyok,虢唬
ek,擭濩彠
nok,蹃搦
kyok,
bek,欂
mek,麥血脉衇霢眽覛
hek,獲畫嫿劃鱯彠咟
gek,蟈馘聝幗膕埻摑漍慖嘓讗
bek,檗擘薜糪
bek,繴欂
sek,賾鰿葃矠耫嘖
jek,責簀幘嘖謮債嫧咋
sek,
cek,策冊嫧筴矠憡皟拺柵
kek,礊緙罊諽
hek,剨繣劃捇掝礊焃湱
hek,覈繳翮核滆
gek,隔膈搹鬲槅革諽嗝
jek,摘謫棏厇矺
ek,戹厄搤軶阸豟呝貖蚅啞
sek,栜摵愬擌拺索溹虩
bek,糪
ek,虉鳽
lek,礐
jek,
sek,
gek,
nek,疒眲
syek,昔腊惜潟磶舄蕮焟棤
jek,積脊蹐借迹跡踖鰿鯽蹟襀庴
ek,益謚嗌齸膉
ek,繹睪亦弈奕帟譯懌斁驛嶧醳腋掖易液痬蜴埸圛襗射墿燡
syek,釋檡適奭郝睗晹螫冟襫
cek,尺赤烾蚇斥郝滷
syek,石碩祏鉐鼫
jek,隻適炙墌摭拓蹠跖
jek,擲擿躑蹢潪
cek,皵磧刺洓嫧
syek,席夕穸汐蓆
syek,籍踖藉耤塉瘠庴猎葃膌簎
bek,擗椑躃闢辟萆
ek,役疫坄垼炈鈠豛
hek,瞁
bek,辟璧鐴躄襞
pek,僻辟癖廦
syek,麝射
bek,碧
jek,
cek,彳
jek,
cek,
syek,錫析皙緆蜥菥淅惁
gek,激擊墼轚獥欠鸄
pek,霹劈澼憵癖僻
lek,靂酈癧轢鎘礫瓅秝櫪櫟歷曆藶瀝磿寥鬲蒚皪躒厤攊觻擽濼
jek,的適嫡甋靮鏑馰滴肑弔芍蹢玓樀扚啇魡杓
hek,檄覡薂鼳鸄獥
ek,鷁鶂艗虉
jek,荻狄敵籊翟迪覿笛篴糴籴邮滌蓧踧樀頔梑苖滷
cek,逖逷倜趯剔詆惕摘踢蓨籊悐
jek,績勣樍
kek,燩喫心
nek,惄溺愵
sek,寂
mek,覓覛幎幦糸羃汨漞冂蓂覭濗塓
bek,甓鷿椑
bek,壁鼊繴廦綼
kek,闃
gek,郹狊鶪湨鼳犑
cek,戚慼鼜鏚慽磩
hek,赥鬩
hek,砉瞁狊焱殈
cek,
jek,職軄戠織膱蟙樴
jek,直犆
lek,力朸屴仂鳨泐
cek,敕勅飭淔趩栻侙鷘恜慗遫荲
jek,陟稙
syek,食蝕
syek,息鄎瘜蒠熄
syek,寔湜殖植埴遈
syek,識式拭軾飾鉽烒
hek,赩
syek,崱溭萴
gek,極
nek,匿恧
cek,測惻畟
ek,憶億臆肊繶醷澺薏檍抑癔
syek,色嗇穡薔轖繬濇嬙懎
kek,
gek,殛襋棘亟悈蕀茍
ek,弋翊翌廙黓翼隿潩杙芅蛡瀷熼釴
jek,即卽稷蝍楖畟鯽堲唧揤
bek,逼偪皕幅楅湢皀
ok,域蜮罭棫琙緎魊淢
hyok,洫侐閾緎淢
pek,堛愊踾揊稫副畐疈
jek,稄仄萴側夨
bek,愎腷煏馥踾鶝
ek,嶷薿懝觺
syek,堲垐
jek,毛
mek,
cek,瀷
dek,德惪得淂蒦取
jek,則刂
lek,勒肋扐仂艻朸玏泐阞竻
tek,忒慝貣
kek,刻克剋勊
dek,特貣樴棏鴏螣
hek,黑潶
mek,墨默冒纆万艒
sek,賊鱡鰂蠈
sek,塞寨
bek,北北
bek,菔蔔僰匐踣仆菩垘稫
hok,或惑蜮
gok,國
ek,餩殕
hek,劾
nek,
gek,裓孂
cek,墄
pek,覆
hok,
cip,緝葺諿咠
sip,十什拾褶
jip,執汁瓡慹
sip,習襲隰鰼騽飁槢褶霫
sip,集輯檝亼鏶慹箿
nip,入廿
ip,揖挹
sip,溼濕
jip,潗湒咠蓻葺
gip,及苙笈
jip,蟄俋譶
jip,縶
lip,立粒笠鴗苙岦砬
gip,急汲給伋級芨彶皀
ip,岌
kip,泣湆
sip,卌霫
sip,歰澀澁鈒雭濇翜
hip,吸噏歙翕潝熻嬆翖闟
jip,戢蕺濈霵
ip,邑悒唈裛浥
cip,湁雴漐
ip,煜曄熠騽
ip,熠孴
nip,孨㘝
sip,霵
bip,
bip,皀
cip,
cip,卙
hap,合郃榙詥耠盒
gap,閤鴿合鉿鮯蛤郃浩匌頜佮鞈韐
dap,答畣撘荅褡嗒
sap,趿颯靸馺霅鈒
dap,沓誻遝涾龖譶蹹眔
tap,錔嚃踏鞜漯濕佮濌
sap,雜韴磼雥
jap,帀迊噆魳嘁沞
lap,拉搚摺磖菈
nap,納蒳軜衲魶妠
kap,溘厒匌歁
ap,姶罨罯媕庵搕鞥佮
hap,欱
ap,礏哈儑砐礘魥
cap,
sap,遪
ap,唈
hap,盍闔嗑蓋篕熆
lap,臘臈鑞蠟擸搚邋
dap,耷搨矺刂笚褡
tap,榻毾鰈魼鰨傝狧鞳塔搭嗒遢
hap,
nap,魶笝
dap,蹋躢闒譫
sap,靸攴
ap,儑
sap,
gap,嗑蓋閘鉀
kap,榼磕
ap,鰪盦廅
cap,囃
gap,砝
jap,譫
ep,葉楪揲鍱偞枼煠殜
jep,接椄睫楫檝婕菨鯜
syep,攝灄葉歙欇弽韘
syep,涉欇
lep,獵鬛躐擸儠犣鱲邋巤獦
syep,捷疌寁倢崨踕誱
jep,殜
ep,裛腌
nep,聶躡鑷睪帇踂
cep,謵詀喢
nep,讘顳嵒囁
jep,讋囁懾慴慹霅摺襵
cep,妾緁鏶淁鯜穕踥
cep,锸煠
gep,衱极笈
jep,輒耴襵鮿
ep,曄饁燁皣瞱
kep,
syep,萐箑歃霎喢
gep,
ep,魘擪靨嬮厭
cep,怗帖鉆貼跕蝶呫
hep,協叶勰綊挾俠劦
gep,頰鋏筴梜莢蛺唊
kep,愜悏匧篋
jep,牒喋蹀諜堞褺曡疊慴牃褋墊惵褶蝶揲
nep,苶埝捻錜慹敜攝籋鑈惗菍
syep,燮屧屟躞韘鞢徢蜨
lep,
jep,聑笘喋跕涉
sep,
jep,浹
hep,弽偞
syep,
hap,洽狹陜陿祫峽硤烚珨
kyap,恰掐帢
sap,箑煠渫牐
gyap,夾郟筴韐跲袷裌餄鵊鞈
jap,眨偛
cap,插臿疀鍤扱笈喢
nap,㘝
hap,欱敮
sap,霎歃箑萐喢
jap,劄
ap,凹浥圔
ap,
cap,
hap,狎翈霅柙匣炠笚
jap,喋擖霅
ap,鴨壓庘閘押
gyap,甲胛梜押鉀玾
sap,翣啑翜
hap,呷譀
ep,業鄴鸈澲
hep,脅愶嗋熁拹
kep,怯抾呿魥胠
gep,劫衱袷蜐跲鉣砝
ep,腌罨裛殗浥餣
ep,殜
gep,跲昅极笈
byop,乏泛姂
byop,法灋
pyop,
kyop,猲姂
nyop,
cop,
